text,date,newspaper,likes,retweets,lang,period
democrats large diverse presidential field modern american political history york times photographer capture ithere see campaign trail candidate define race,2019-12,nytimes,156,32,en,precovid
tech industry public shortfall celebrate quieter success important write,2019-12,nytimes,74,18,en,precovid
little women nyt critic pick call absolute gift,2019-12,nytimes,400,60,en,precovid
president trump take credit economy resilience democrats campaign trail americans wage rise fast offset increase cost live include health care education,2019-12,nytimes,331,78,en,precovid
opioid death high people prime working age part automotive factory close early compare county factory remain open study find,2019-12,nytimes,292,174,en,precovid
absence history ensure remain palatable war simulation write review visually extravagant drama world war direct sam mendes,2019-12,nytimes,129,28,en,precovid
satellite view build destroy remade decade,2019-12,nytimes,444,172,en,precovid
response intense lobbying trump administration quietly weaken key part tax law taxis work company find way avoid publicly disclose owe,2019-12,nytimes,257,179,en,precovid
federal prosecutor file hate crime charge man accuse burst hasidic rabbi york home stab jewish people hanukkah celebration,2019-12,nytimes,195,69,en,precovid
oh eve cheer good friend glass champagne ring decade oh wait,2019-12,nytimes,119,31,en,precovid
opinionkatherine stewartandcaroline fredrickson write deep understanding william barr emerge reveal profound disturb evolution conservatism 21stcentury america,2019-12,nytimes,845,333,en,precovid
xinjiang muslim minority uighurs kazakhs remold army factory worker loyal china rule communist party force labor taint global supply chain large retailer muji uniqlo,2019-12,nytimes,1635,1453,en,precovid
lot trouble need care help go survive endanger species director center biological diversity,2019-12,nytimes,1578,567,en,precovid
decade nyt crossword include dizzying number change addition crossword columnist chronicle puzzle reader,2019-12,nytimes,104,29,en,precovid
trump administration overhaul big change tax code decade slash taxis big company army corporate lobbyist help big company end small tax bill,2019-12,nytimes,1116,727,en,precovid
giants fire pat shurmur people knowledge team plan nfl enter black monday date leader disappointing team traditionally send packing,2019-12,nytimes,87,22,en,precovid
elizabeth warren lag joe biden rebound bernie sanders continue haul cash know fundraise democratic presidential candidate ahead key december deadline,2019-12,nytimes,211,68,en,precovid
michigan trooper fire taser yearold damon grimes teen crash truck die family settle wrongfuldeath lawsuit michigan state police million family lawyer sunday,2019-12,nytimes,301,101,en,precovid
dax shepard interview podcast armchair expert download podcast actor howard stern terry gross entirely,2019-12,nytimes,832,116,en,precovid
speak know name stranger share choreographed dance learn part independently advance know movement,2019-12,nytimes,226,45,en,precovid
half svalbard northernmost inhabited place world light midnight sun half norwegian archipelago plunge purple darkness polar night,2019-12,nytimes,453,90,en,precovid
ballistic missile rip military parade separatist group southern yemen back united arab emirates kill troop child,2019-12,nytimes,62,31,en,precovid
deliver dispatch country continent offer immersive experience world noteworthy place highlight,2019-12,nytimes,169,34,en,precovid
sudanese court sentence death member national intelligence service killing teacher,2019-12,nytimes,145,68,en,precovid
winter storm expect bring freeze rain area massachusetts hampshire york vermont forecaster,2019-12,nytimes,148,58,en,precovid
daily podcast revisit favorite episode today talk critic reckoning abuse allegation michael jackson effort abstain pop star music,2019-12,nytimes,181,45,en,precovid
morning briefing need know start,2019-12,nytimes,84,29,en,precovid
dismay politic united states fan west wing return find solace,2019-12,nytimes,649,134,en,precovid
threat retribution accusation fake end white house briefing darkest journalist trump,2019-12,nytimes,523,230,en,precovid
mitoshi matsumoto famous convenience store owner japan want unthinkable hour dayaweek industry try business,2019-12,nytimes,1547,558,en,precovid
eddie hill love basketball rap love school like read big book father tell room word word buy dictionary read dictionary,2019-12,nytimes,185,66,en,precovid
wife shock traditional west african village earn money run large household husband europe seek job,2019-12,nytimes,834,218,en,precovid
order earn live indonesia wildcat miner effectively poison community environment,2019-12,nytimes,156,100,en,precovid
british woman accuse israeli man rape cyprus retract statement find guilty public mischief,2019-12,nytimes,268,88,en,precovid
china teach man manipulative way pickup artist big business abuse firm teach man seduce woman gaslighte form psychological control intend question sanity,2019-12,nytimes,336,149,en,precovid
absolutely soul mate crazy neighbor live block shavers decade alzheimer murder suicide,2019-12,nytimes,216,59,en,precovid
china demand sea cucumber bring economic benefit region country famous delicacy deplete natural stock,2019-12,nytimes,104,41,en,precovid
united nations try protect hospital syria russian syrian government force bomb relief group give hope,2019-12,nytimes,192,130,en,precovid
ukraine swap dozen prisoner sunday russianbacke separatist soldier activist people accuse espionage languish jail,2019-12,nytimes,136,50,en,precovid
secretive chinese court sentence country bestknown christian voice founder large underground church prison,2019-12,nytimes,651,707,en,precovid
europe morning briefing need know start,2019-12,nytimes,51,13,en,precovid
tv dating flirty dancing dance activity perfect judge meaningful way people connect,2019-12,nytimes,173,21,en,precovid
little woman get terrific review currently hold fresh rating rotten tomatoes audience clearly eager greta gerwig adaptation louisa alcott 19thcentury comingofage novel,2019-12,nytimes,3084,344,en,precovid
breaking chinese scientist claim create world genetically edit baby sentence prison,2019-12,nytimes,1027,494,en,precovid
rise temperature increase range diseasebearing mosquito globally honduras effect compound government dysfunction criminal gang,2019-12,nytimes,276,153,en,precovid
random nature week nfl different learn,2019-12,nytimes,98,10,en,precovid
philadelphia eagles healthy contingent fan end york giants season eli manning career dominant second half,2019-12,nytimes,128,23,en,precovid
president vladimir putin russia call president trump thank tip american intelligence agency help prevent terrorist attack russia,2019-12,nytimes,844,329,en,precovid
representative john lewis announce advanced pancreatic cancer kind fight freedom equality basic human right nearly entire life face fight like,2019-12,nytimes,3391,643,en,precovid
good performance tv movie theater music accord critic morris,2019-12,nytimes,119,26,en,precovid
critic name good jazz,2019-12,nytimes,210,42,en,precovid
greta gerwig little women sell estimate million ticket domestic box office weekend open christmas,2019-12,nytimes,1398,141,en,precovid
good show accord theater critic,2019-12,nytimes,143,32,en,precovid
good classical music select york times critic,2019-12,nytimes,120,21,en,precovid
opinionwhether big flourish like brand yike subtle one like bold choice wowwwww convey range emotion writing write gretchen mcculloch,2019-12,nytimes,181,39,en,precovid
york hope price sun welcome poor immigrant housing turn basement queens,2019-12,nytimes,226,76,en,precovid
case,2019-12,nytimes,780,187,en,precovid
overstate special holiday extravagance,2019-12,nytimes,157,37,en,precovid
california thrive economy record low unemployment surplus wellpaye job pernicious housing homeless problem increasingly destructive fire season preview climate change potential effect,2019-12,nytimes,885,309,en,precovid
experience pain anxiety childbirth surgery scientist finally figure,2019-12,nytimes,1238,306,en,precovid
bathtub bag ice fill sit ice bath minute long stand early shailene woodley tell selfcare ritual,2019-12,nytimes,567,68,en,precovid
cake completely chocolate choose love,2019-12,nytimes,361,64,en,precovid
opinionpamela paul write reach breaking point boredom teach respond constructively happen face steady diet stultify boredom learn,2019-12,nytimes,1023,255,en,precovid
brad pitt big performance time hollywood astra early interview open sobriety alcoholics anonymous recovery group,2019-12,nytimes,1540,189,en,precovid
ten thousand people work app like seamless grubhub uber eats postmates crisscross york food delivery reporter spend hour bike food app deliveryman camera chest see,2019-12,nytimes,295,98,en,precovid
report story interview dozen current administration official aide previously undisclose email thousand page impeachment testimony read story,2019-12,nytimes,243,117,en,precovid
career professional oppose freeze oval office secretary state mike pompeo defense secretary mark esper national security adviser john bolton case trump free money right thing refuse,2019-12,nytimes,412,204,en,precovid
tension grow quickly work execute hold military aid pentagon september freeze public scrutiny increase blame game inside administration swing,2019-12,nytimes,146,68,en,precovid
midaugust white house aide search legal rationale continue freeze aid fall face deadline pentagon mulvaney attempt schedule trump morning play golf,2019-12,nytimes,141,71,en,precovid
mulvaney blair decline cooperate impeachment investigator mulvaney tell associate step away trump speak rudy giuliani little knowledge ukraine effort fiona hill congressional testimony dispute,2019-12,nytimes,181,83,en,precovid
yes security aid likely stop blair reply mulvaney consequence,2019-12,nytimes,135,66,en,precovid
later act white house chief staff mick mulvaney aboard air force trump way summit dash email washington ask status freeze,2019-12,nytimes,144,67,en,precovid
official inside office management budget warning land june rob blair aide white house chief staff office call inform president problem aid,2019-12,nytimes,157,76,en,precovid
michael bloomberg spend million week online advertising onslaught guide polling datum adviser believe provide unique insight president trump vulnerability,2019-12,nytimes,302,81,en,precovid
intruder burst home hasidic rabbi hanukkah celebration wound people machete scream attack witness,2019-12,nytimes,149,59,en,precovid
military strike target iraq syria control iranianbacked paramilitary group sunday response rocket attack friday kill american contractor pentagon,2019-12,nytimes,141,71,en,precovid
potuslevel decision inside story president trump demand halt military assistance ukraine price willing pay carry agenda,2019-12,nytimes,1775,812,en,precovid
dogs plants furniture construction beam weird beautiful thing see york subway,2019-12,nytimes,837,148,en,precovid
update gunman shoot kill member security people kill official,2019-12,nytimes,161,72,en,precovid
meet jewish inmate auschwitz know separate plan life future outside concentration camp finally reunite later question ask,2019-12,nytimes,1350,307,en,precovid
terror group al shabab suspect weekend attack kill people mogadishu prove resilient recent lose territory suffer highlevel defection face increase american airstrike,2019-12,nytimes,115,45,en,precovid
shooting church white settlement texas leave people dead person critically wound authority,2019-12,nytimes,331,194,en,precovid
newly disclose record chase manhattan bank thenchairman david rockefeller work scene persuade jimmy carter administration admit depose shah iran,2019-12,nytimes,312,144,en,precovid
samoa lift week emergency reopen school measle epidemic kill people young,2019-12,nytimes,164,82,en,precovid
north korea sunday meeting party official session analyst warn kim jongun end moratorium test longrange missile nuclear weapon,2019-12,nytimes,126,65,en,precovid
sense kind people people like west wing people find show like veep house cards realistic portrayal politic happen real world,2019-12,nytimes,804,165,en,precovid
richard alma shaver happily marry life daughter alzheimer,2019-12,nytimes,290,65,en,precovid
chart need know watch week nfl game like champ,2019-12,nytimes,81,32,en,precovid
winter storm move northeast forecaster major airport spare bad,2019-12,nytimes,189,55,en,precovid
week nfl season explore outlook playoff team chance postseason calculator,2019-12,nytimes,76,17,en,precovid
lee mendelson emmy awardwinning producer bring holiday classic charlie brown christmas tv write iconic lyric christmas time die christmas morning,2019-12,nytimes,1180,303,en,precovid
ukraine swap dozen prisoner sunday russianbacke separatist late sign tenuous thaw relation country,2019-12,nytimes,168,61,en,precovid
federal judge side georgia removal nearly name voter roll friday,2019-12,nytimes,130,74,en,precovid
china demand sea cucumber bring economic benefit liaodong peninsula famous delicacy course decade demand deplete region natural stock,2019-12,nytimes,149,67,en,precovid
joe biden comply senate subpoena president trump impeachment trial issue stark swift reversal candidate democratic primary campaign,2019-12,nytimes,528,139,en,precovid
russian syrian force bomb hospital humanitarian site un nostrike list syria impunity system mar internal error investigation find relief group give hope,2019-12,nytimes,313,222,en,precovid
breaking man stab people hasidic rabbi suburban york home hanukkah celebration suspect arrest governor cuomo call attack domestic terrorism,2019-12,nytimes,2282,1040,en,precovid
million people california see notice sell personal information sell info message mean depend company ask,2019-12,nytimes,219,84,en,precovid
elaborate early remark comply subpoena testify president trump impeachment trial joe biden saturday legal basis subpoena,2019-12,nytimes,193,41,en,precovid
know comfort recover loss loved naturally,2019-12,nytimes,684,209,en,precovid
classic fancy breakfast brunch good broil grapefruit glossy caramelize top cover section warm juicy citrus,2019-12,nytimes,358,56,en,precovid
action park jersey infamous bruise scar break bone death subject documentary,2019-12,nytimes,534,114,en,precovid
opiniondr danielle ofri write demand medical professional escalate relentlessly past decade commensurate expansion time resource,2019-12,nytimes,284,123,en,precovid
russian military deploy hypersonic weapon fly superfast speed easily evade missile defense system potentially set chapter long arm race world preeminent nuclear power,2019-12,nytimes,421,308,en,precovid
flash acidification transform ecosystem million biogeochemist yale study author shock actually find,2019-12,nytimes,1569,534,en,precovid
majority labradoodles crazy hereditary problem creator breed early,2019-12,nytimes,1600,416,en,precovid
continue send muslim ethnic minority internment camp prison xinjiang chinese government separate nearly half million child family aim instill loyalty china communist party,2019-12,nytimes,694,612,en,precovid
good tv show choose critic,2019-12,nytimes,245,42,en,precovid
life percent mortality rate idea die,2019-12,nytimes,1096,216,en,precovid
violence break south sudan esther meling leave family clothe pan uganda find help start,2019-12,nytimes,261,60,en,precovid
stephen curry selfprofesse popcorn addict rank popcorn nba arena,2019-12,nytimes,3293,359,en,precovid
good album accord critic,2019-12,nytimes,266,65,en,precovid
book directly organize point sure understand basic economy ticket travel well,2019-12,nytimes,211,35,en,precovid
screen time today range texte friend social medium passively watch video memorize note class different experience potentially different effect write kim tingley,2019-12,nytimes,215,74,en,precovid
knife attack rabbi home york suburb leave people wound official,2019-12,nytimes,688,505,en,precovid
procrastination laziness bad timemanagement procrastination emotion regulation problem time management problem,2019-12,nytimes,4551,1392,en,precovid
angioplasty cost maybe datum show americans pay medical service,2019-12,nytimes,739,453,en,precovid
sleep critical health wellbee way sleep well,2019-12,nytimes,700,207,en,precovid
walrus scene hard thing witness film career sophie lanfear producer director series planet,2019-12,nytimes,564,181,en,precovid
quick spicy noodle dish sizzling hot oil pour redpepper flake orange peel crunchy peanut soy sauce sesame oil,2019-12,nytimes,921,94,en,precovid
york homeless student live plain sight study subway sprint playground night child sleep squalid unsafe room school stable place know,2019-12,nytimes,2935,1512,en,precovid
xennial live cusp gen millennial sort quiz,2019-12,nytimes,423,87,en,precovid
opinionruchir sharma write quietly global economic force shift way set stage comeback small nation business 2020s,2019-12,nytimes,109,15,en,precovid
york change lot past mta subway map design largely endure,2019-12,nytimes,656,156,en,precovid
prom queen likely succeed talkative high school painkiller hit small ohio town decade ago today yearbook reflect devastating toll opioid crisis,2019-12,nytimes,190,65,en,precovid
good movie select york times cochief film critic,2019-12,nytimes,459,142,en,precovid
college football team play saturday semifinal get point pretty easy decode lead sport talented quarterback,2019-12,nytimes,83,18,en,precovid
pound llama stroll quietly corridor nursing home lower head pet resident wheelchair pause patiently staffer take selfie,2019-12,nytimes,2166,364,en,precovid
researcher identify nearly common medical practice theory contradict rigorous study notable finding,2019-12,nytimes,337,142,en,precovid
trumpstock festival arizona white voter far right extoll president trump cultural champion key base battleground message like build tolerate see motivational,2019-12,nytimes,453,202,en,precovid
update sport reporter relate lsu football coach people die plane crash en route team playoff game atlanta,2019-12,nytimes,73,33,en,precovid
lena waithe buy screen right kiley reid debut novel fun age book explore toll emotional labor black babysitter inspire reid job,2019-12,nytimes,258,73,en,precovid
feel like epa run fossil fuel industry feel like wholesale attack trump administration sidelining science federal policymaking lead exodus expertise,2019-12,nytimes,926,561,en,precovid
guantánamo bay choice female defense lawyer paralegal cover hair demonstrate decade war court proceeding culture clash raw,2019-12,nytimes,192,52,en,precovid
harvey fierstein betty buckley gavin creel remember broadway songwriter jerry herman edge giggle,2019-12,nytimes,134,34,en,precovid
big corruption scandal latin american history explode public view region drive corruption begin stall brief moment time reach justice,2019-12,nytimes,176,63,en,precovid
lily tomlin jane fonda buddy act film protest capitol,2019-12,nytimes,6444,889,en,precovid
elaborate early remark comply subpoena testify president trump impeachment trial joe biden legal basis subpoena,2019-12,nytimes,189,55,en,precovid
frode berg mean spy silverhaired norwegian pensioner live arctic town border russia work smalltime courier norwegian intelligence acquaintance ask hang dry,2019-12,nytimes,126,29,en,precovid
classify vegan watch plantbase food blogger dm message activist protest guy purpose eat well,2019-12,nytimes,240,55,en,precovid
drift star eon comet 2iborisov close approach earth saturday difficult,2019-12,nytimes,129,49,en,precovid
like steal yearold juan grant job get chicken processing plant mississippi sweeping immigration raid like steal,2019-12,nytimes,172,67,en,precovid
lawmaker family paul whelan accuse espionage jail russia visit wedding step pressure release,2019-12,nytimes,163,59,en,precovid
way times reader contribute report learn,2019-12,nytimes,70,20,en,precovid
multiple people die small plane crash office lafayette louisiana official,2019-12,nytimes,135,57,en,precovid
lock woman texas woman prison mother report show yearold lila monthly visit time touch mother ask mom go home,2019-12,nytimes,375,197,en,precovid
riley howell yearold college student die april tackle gunman university north carolina charlotte honor star wars book family friend describe star wars fanatic scholar,2019-12,nytimes,3347,459,en,precovid
snap know go ok belong,2019-12,nytimes,198,42,en,precovid
white supremacist outlet racist robocall employee barnard college columbia university killing tessa majors outlet link racist call andrew gillum stacey abrams,2019-12,nytimes,360,224,en,precovid
inspire tesla car vancouverbased airline test vintage plane retrofit batterypowered engine early,2019-12,nytimes,213,54,en,precovid
people kill wound filming music video friday night near houston official police believe man ambush,2019-12,nytimes,459,328,en,precovid
people kill truck explosion busy intersection somalia capital bad attack country,2019-12,nytimes,197,107,en,precovid
ask dr jen gunter gynecologist author vagina bible answer reader question woman health issue answer mostaske question,2019-12,nytimes,151,53,en,precovid
clutter home stress realize negatively impact mental wellbee researcher find,2019-12,nytimes,2526,671,en,precovid
know drill well staff idea base story read,2019-12,nytimes,120,33,en,precovid
dutch baby sweet fruity savory golden perfect hardy brunch light dinner,2019-12,nytimes,411,48,en,precovid
need netflix weekend get cover,2019-12,nytimes,498,119,en,precovid
lot prominent people like highlight early rise brag people need sleep game body clock,2019-12,nytimes,542,122,en,precovid
film industry finally focus story woman sure way mainstream indie director alike explore life result astonishing,2019-12,nytimes,235,48,en,precovid
see think unseeable early astronomer announce capture image unobservable black hole cosmic abyss deep dense light escape,2019-12,nytimes,891,264,en,precovid
amazon campbellsville kentucky late 1990 company like unlikely savior town later amazon grow tech giant campbellsville experience different fate,2019-12,nytimes,402,127,en,precovid
photo editor sift image distill result visual chronicle political protest climate catastrophe mass shooting poignant scene everyday life picture,2019-12,nytimes,2199,539,en,precovid
worldclass swimmer heart function differently heart elite runner researcher discover different sport affect heart differently,2019-12,nytimes,270,85,en,precovid
article climate change review brooklyn institution popular food story one prompt reader discussion,2019-12,nytimes,133,32,en,precovid
scientist begin find man undergo hormonal brain change birth child,2019-12,nytimes,4301,1164,en,precovid
decade end way remember 2010s,2019-12,nytimes,301,55,en,precovid
opinionmary pipher clinical psychologist write 70 decade develop resilience learn happiness skill choice,2019-12,nytimes,576,118,en,precovid
journalist chronicle eccentric royal family oudh aristocrat live ruin palace indian capital tragic astonishing story real reporter trace story uncover truth,2019-12,nytimes,371,100,en,precovid
predict hard parenting child fully believe person marriage arrangement begin roughly soon learn talk read,2019-12,nytimes,1083,185,en,precovid
ask reader wonder york person ask light reason include faa regulation safety concern,2019-12,nytimes,505,103,en,precovid
shahidul alam acclaim bangladeshi photojournalist activist push limit medium cast light suppress vanish,2019-12,nytimes,138,51,en,precovid
affiliate islamic state nigeria claim responsibility execution people killing retaliation death isis leader abu bakr albaghdadi syria october,2019-12,nytimes,124,67,en,precovid
york appeal court rule week accusation force sex constitute gendermotivate violence decision easy plaintiff file sexual assault lawsuit york law,2019-12,nytimes,286,76,en,precovid
police chief small town near mexico border arrest suspicion involve massacre woman child mormon family mexican authority friday,2019-12,nytimes,469,228,en,precovid
nypd step patrol brooklyn neighborhood surge antisemitic crime report police week,2019-12,nytimes,343,138,en,precovid
joe biden stand comment comply subpoena testify president trump trial senate biden argue testify shift attention away president action,2019-12,nytimes,3450,771,en,precovid
shutdown bankruptcy south philadelphia refinery acre site infrastructure play energy company,2019-12,nytimes,87,31,en,precovid
probation officer galveston county texas accuse sexually assault parolee supervision arrest friday official,2019-12,nytimes,497,218,en,precovid
debut netflix week find soulmate easy keep alive problem,2019-12,nytimes,359,44,en,precovid
rev donald heckman pastor united methodist church know support interfaith outreach progressive view agree resign amid sexual misconduct allegation,2019-12,nytimes,141,67,en,precovid
woman try run ensemble tricky moment spend feel idea worthy stand jolle greenleaf artistic director tenet,2019-12,nytimes,65,24,en,precovid
official hawaii find wreckage friday tourist helicopter vanish early search pilot passenger board continue,2019-12,nytimes,126,42,en,precovid
stock market close good decade drive federal reserve interest rate cut betterthanexpecte show economy,2019-12,nytimes,223,74,en,precovid
elijah cummings know democracy racism idea direct conflict perfect require overcome write,2019-12,nytimes,1824,453,en,precovid
carrie fisher die ago today revisit nyt obituary,2019-12,nytimes,2133,368,en,precovid
leave homeless shelter system thank support program raise awareness help find hope help people,2019-12,nytimes,265,56,en,precovid
process meeting fall love describe date different intention find person want marry,2019-12,nytimes,197,32,en,precovid
tomato white bean soup lot garlic recipe make handful pantry ingredient,2019-12,nytimes,335,43,en,precovid
break don imus foulmouthe confrontational radio host entertain offend listener nearly half century die,2019-12,nytimes,1283,417,en,precovid
father british man fight kurdish force northern syria arrest suspicion finance terrorism father know son return syria send,2019-12,nytimes,128,47,en,precovid
employee columbia university receive racist robocall christmas recent killing tessa majors yearold barnard college student promote white supremacist ideology,2019-12,nytimes,230,132,en,precovid
huawei spend million dollar charm offensive europe tout share continent value openness innovation rule law hope land leading role build network work,2019-12,nytimes,107,45,en,precovid
defendant lawyer wear guantanamo bay like fashion mean evoke emotion stir controversy send message,2019-12,nytimes,96,38,en,precovid
opinionthe big casualty decade trust michiko kakutani book critic york times write 2010s,2019-12,nytimes,507,134,en,precovid
canadian preacher believe god hong kong medium tycoon routinely denounce president xi jinping dictator female mayor afghanistan fully expect assassinatedread favorite profile,2019-12,nytimes,246,86,en,precovid
grow small amount marijuana home private use crime italy court rule add italy short list country allow cultivation recreational cannabis,2019-12,nytimes,1426,383,en,precovid
bipartisan unity republicans democrats prepare vetoproof legislation punish china treatment ethnic uighur muslims attempt force president trump active stand human right china,2019-12,nytimes,1794,859,en,precovid
near game nfl eli manning giants teammate recall prankster fan get seeeli creative thoughtful human being prank zak deossie,2019-12,nytimes,149,19,en,precovid
investigator focus dna evidence effort build case killing tessa majors barnard college student stab park mugging manhattan early official friday,2019-12,nytimes,77,25,en,precovid
canadian broadcaster cbc cut cameo president trump home sake time declare candidacy president,2019-12,nytimes,1763,316,en,precovid
brass hope determination urbanity trait associate musical incarnate cochief theater critic ben brantley remember jerry herman song sunday clothe call york theater,2019-12,nytimes,78,20,en,precovid
story compete view football place high education find massachusetts anna maria college start football program good decision northeastern good riddance,2019-12,nytimes,109,35,en,precovid
time millionaire billionaire elizabeth warren declare recent democratic debate instead spend time make thousand call kid activist legislator critic,2019-12,nytimes,334,57,en,precovid
amid report mall die american dream billion destination style play jersey open promise retail experience critic report postshopping mall,2019-12,nytimes,175,48,en,precovid
staggering united states expensive common medical service patient insurance company pay high price compare rest world international survey find,2019-12,nytimes,4419,2797,en,precovid
death father child yearold girl yearold boy whodrowne swimming pool resort spainthis week tragic accident victim know swim authority,2019-12,nytimes,241,62,en,precovid
annual guide lesson learn use,2019-12,nytimes,180,43,en,precovid
opiniona funny thing happen event write david brooks cease drive politic way,2019-12,nytimes,179,49,en,precovid
opinionjessica knoll write wellness industry diet industry diet industry function patriarchal beauty standard woman punish small punish fail comply,2019-12,nytimes,610,201,en,precovid
freya theo arya kylo baby name trend define past decade,2019-12,nytimes,73,19,en,precovid
exclusive interview rihanna profile actor rachel weisz giovanni room gripping long read,2019-12,nytimes,209,35,en,precovid
opinionthe christmas story tell context suffering death way story make sense write esau mccaulley,2019-12,nytimes,432,133,en,precovid
combat video text message confidential interview member navy seal obtain york times reveal chilling detail conduct special operations chief edward gallagher,2019-12,nytimes,801,452,en,precovid
breaking jerry herman broadway composerlyricist give world classic musical hello dolly mame la cage aux folles die,2019-12,nytimes,543,257,en,precovid
simple equation source digital division,2019-12,nytimes,3855,1107,en,precovid
york transformation past profound look past decade change manage surprise,2019-12,nytimes,262,63,en,precovid
opinionif man want chance think mean way consider kind narrative woman deserving thoughtful attention kristy eldredge write,2019-12,nytimes,3563,577,en,precovid
coast guard hawaii search tour helicopter disappear late thursday people board,2019-12,nytimes,308,123,en,precovid
ride populist backlash elite philippine president rodrigo duterte vow rescue landless farmer poverty instead reinforce grip landowner,2019-12,nytimes,303,153,en,precovid
prison barista program like inmate set professional skill way pass time reflect grow theory billion coffee industry provide link employment,2019-12,nytimes,665,118,en,precovid
genetic database transform police test limit privacy listen today episode daily,2019-12,nytimes,112,42,en,precovid
publisher inside outside china release american book virtual standstill cut big market voracious reader,2019-12,nytimes,679,604,en,precovid
video recording obtain york times show publicly confidential interview navy seal accuse special operations chief edward gallagher war crime,2019-12,nytimes,4596,2612,en,precovid
big education story look ahead issue drive,2019-12,nytimes,152,53,en,precovid
stay uptodate end test memory give second chance answer difficult question event past,2019-12,nytimes,103,26,en,precovid
japan national holiday call oshogatsu spend family eat elaborate array food dish symbolic luck fortune,2019-12,nytimes,405,105,en,precovid
death difficult subject talk child thankfully host picture book help subject personal peaceful approachable,2019-12,nytimes,586,156,en,precovid
matter free time weekend tv recommendation,2019-12,nytimes,88,16,en,precovid
brazilian production company film show jesus gay man attack molotov cocktail video take credit clear act silence artist work aim conservative,2019-12,nytimes,516,193,en,precovid
face crackdown iranian protester gather honor dead chant slogan iran supreme leader ayatollah ali khamenei call murderer criminal,2019-12,nytimes,107,43,en,precovid
matter team play game win large lead standing grow liverpool fan sing line go win league know tempting fate,2019-12,nytimes,190,39,en,precovid
french retailer turn selfcheckout machine stay open sundays traditionally rest labor union fully cashierless operation encourage americanstyle consumerism thousand job risk,2019-12,nytimes,199,68,en,precovid
opinionthe editorial board write mistake prince mohammed benign reformer pretend let believe close chapter barbaric extermination troublesome critic,2019-12,nytimes,509,183,en,precovid
prime minister benjamin netanyahu israel easily brush challenge leadership conservative likud party early friday,2019-12,nytimes,67,21,en,precovid
annular eclipse ring light form moon pass sun disk occur thursday actually solar system motion astronomer,2019-12,nytimes,557,172,en,precovid
japan send warship patrol regional shipping lane middle east volatile region source crude oil,2019-12,nytimes,189,85,en,precovid
nepal authority arrest man force sisterinlaw sleep cold hut period,2019-12,nytimes,405,142,en,precovid
kevin phone problem tech columnist find incapable read book watch fulllength movie have long uninterrupted conversation device detox teach,2019-12,nytimes,3089,864,en,precovid
proposal require drone fly american airspace include technology allow government tab,2019-12,nytimes,176,57,en,precovid
apple like apple watch succeed medical device recently publish research result long way,2019-12,nytimes,180,57,en,precovid
man alpha platoon seal team describe chief gallagher freak evil toxic video show publicly beforethe remark blister testimony platoon chief protect president trump punishment,2019-12,nytimes,29406,13737,en,precovid
sopranos debut ago build ground floor list look tv build good drama emerge pivotal series,2019-12,nytimes,464,112,en,precovid
world polluted air compare visualization microscopic particle endanger human health,2019-12,nytimes,820,377,en,precovid
los angeles confound feast santa barbara amuse bouche write place traveler recent trip golden state,2019-12,nytimes,198,31,en,precovid
breaking plane carry people crash building almaty kazakhstan death toll unclear official survivor,2019-12,nytimes,365,297,en,precovid
people visit brazil beeline beach rio de janeiro different kind brazil wait country lively northeast corner musical culinary architectural marvelsabound,2019-12,nytimes,632,174,en,precovid
